0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 80022, End_track
2, 0, Start_track
2, 0, Text_t, "harpsichord: John Sankey"
2, 0, Program_c, 0, 6
2, 0, Pitch_bend_c, 0, 8192
2, 0, Program_c, 1, 6
2, 0, Pitch_bend_c, 1, 7792
2, 0, Program_c, 2, 6
2, 0, Pitch_bend_c, 2, 7876
2, 0, Program_c, 3, 6
2, 0, Pitch_bend_c, 3, 7952
2, 0, Program_c, 4, 6
2, 0, Pitch_bend_c, 4, 7792
2, 0, Program_c, 5, 6
2, 0, Pitch_bend_c, 5, 8112
2, 0, Program_c, 6, 6
2, 0, Pitch_bend_c, 6, 7712
2, 0, Program_c, 7, 6
2, 0, Pitch_bend_c, 7, 8037
2, 0, Program_c, 8, 6
2, 0, Pitch_bend_c, 8, 7872
2, 0, Program_c, 10, 6
2, 0, Pitch_bend_c, 10, 7712
2, 0, Program_c, 11, 6
2, 0, Pitch_bend_c, 11, 8032
2, 0, Program_c, 12, 6
2, 0, Pitch_bend_c, 12, 7872
2, 0, Title_t, "Track 1"
2, 96, Note_on_c, 4, 52, 127
2, 295, Note_on_c, 4, 76, 127
2, 492, Note_off_c, 4, 52, 127
2, 494, Note_on_c, 6, 54, 127
2, 691, Note_off_c, 4, 76, 127
2, 693, Note_on_c, 3, 75, 127
2, 890, Note_off_c, 6, 54, 127
2, 892, Note_on_c, 8, 56, 127
2, 1089, Note_off_c, 3, 75, 127
2, 1091, Note_on_c, 2, 74, 127
2, 1288, Note_off_c, 8, 56, 127
2, 1290, Note_on_c, 10, 57, 127
2, 1487, Note_off_c, 2, 74, 127
2, 1489, Note_on_c, 1, 73, 127
2, 1686, Note_off_c, 10, 57, 127
2, 1688, Note_on_c, 12, 59, 127
2, 1885, Note_off_c, 1, 73, 127
2, 1887, Note_on_c, 12, 71, 127
2, 2084, Note_off_c, 12, 59, 127
2, 2086, Note_on_c, 1, 61, 127
2, 2283, Note_off_c, 12, 71, 127
2, 2285, Note_on_c, 10, 69, 127
2, 2482, Note_off_c, 1, 61, 127
2, 2484, Note_on_c, 3, 63, 127
2, 2681, Note_off_c, 10, 69, 127
2, 2683, Note_on_c, 8, 68, 127
2, 2880, Note_off_c, 3, 63, 127
2, 2882, Note_on_c, 4, 64, 127
2, 3079, Note_off_c, 4, 64, 127
2, 3079, Note_off_c, 8, 68, 127
2, 3081, Note_on_c, 3, 63, 127
2, 3081, Note_on_c, 6, 66, 127
2, 3278, Note_off_c, 3, 63, 127
2, 3280, Note_on_c, 1, 61, 127
