0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 84480, End_track
2, 0, Start_track
2, 0, Text_t, "harpsichord: John Sankey"
2, 0, Program_c, 0, 6
2, 0, Pitch_bend_c, 0, 8192
2, 0, Program_c, 1, 6
2, 0, Pitch_bend_c, 1, 7792
2, 0, Program_c, 2, 6
2, 0, Pitch_bend_c, 2, 7876
2, 0, Program_c, 3, 6
2, 0, Pitch_bend_c, 3, 7952
2, 0, Program_c, 4, 6
2, 0, Pitch_bend_c, 4, 7792
2, 0, Program_c, 5, 6
2, 0, Pitch_bend_c, 5, 8112
2, 0, Program_c, 6, 6
2, 0, Pitch_bend_c, 6, 7712
2, 0, Program_c, 7, 6
2, 0, Pitch_bend_c, 7, 8037
2, 0, Program_c, 8, 6
2, 0, Pitch_bend_c, 8, 7872
2, 0, Program_c, 10, 6
2, 0, Pitch_bend_c, 10, 7712
2, 0, Program_c, 11, 6
2, 0, Pitch_bend_c, 11, 8032
2, 0, Program_c, 12, 6
2, 0, Pitch_bend_c, 12, 7872
2, 0, Title_t, "Track 1"
2, 48, Note_on_c, 10, 45, 127
2, 48, Note_on_c, 10, 69, 127
2, 149, Note_off_c, 10, 69, 127
2, 151, Note_on_c, 8, 68, 127
2, 252, Note_off_c, 8, 68, 127
2, 254, Note_on_c, 10, 69, 127
2, 458, Note_off_c, 10, 45, 127
2, 460, Note_on_c, 10, 57, 127
2, 869, Note_off_c, 10, 57, 127
2, 869, Note_off_c, 10, 69, 127
2, 871, Note_on_c, 8, 56, 127
2, 871, Note_on_c, 12, 71, 127
2, 1261, Note_off_c, 12, 71, 127
2, 1274, Note_off_c, 8, 56, 127
2, 1283, Note_on_c, 10, 57, 127
2, 1283, Note_on_c, 0, 72, 127
2, 1384, Note_off_c, 0, 72, 127
2, 1386, Note_on_c, 12, 71, 127
2, 1487, Note_off_c, 12, 71, 127
2, 1489, Note_on_c, 0, 72, 127
2, 1693, Note_off_c, 10, 57, 127
2, 1695, Note_on_c, 4, 52, 127
2, 2104, Note_off_c, 4, 52, 127
2, 2104, Note_off_c, 0, 72, 127
2, 2106, Note_on_c, 5, 53, 127
2, 2106, Note_on_c, 2, 74, 127
2, 2496, Note_off_c, 2, 74, 127
2, 2509, Note_off_c, 5, 53, 127
2, 2518, Note_on_c, 2, 50, 127
2, 2518, Note_on_c, 0, 72, 127
2, 2927, Note_off_c, 0, 72, 127
2, 2927, Note_off_c, 2, 50, 127
2, 2929, Note_on_c, 4, 52, 127
2, 2929, Note_on_c, 0, 72, 127
