0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 89088, End_track
2, 0, Start_track
2, 0, Text_t, "harpsichord: John Sankey"
2, 0, Program_c, 0, 6
2, 0, Pitch_bend_c, 0, 8192
2, 0, Program_c, 1, 6
2, 0, Pitch_bend_c, 1, 7792
2, 0, Program_c, 2, 6
2, 0, Pitch_bend_c, 2, 7876
2, 0, Program_c, 3, 6
2, 0, Pitch_bend_c, 3, 7952
2, 0, Program_c, 4, 6
2, 0, Pitch_bend_c, 4, 7792
2, 0, Program_c, 5, 6
2, 0, Pitch_bend_c, 5, 8112
2, 0, Program_c, 6, 6
2, 0, Pitch_bend_c, 6, 7712
2, 0, Program_c, 7, 6
2, 0, Pitch_bend_c, 7, 8037
2, 0, Program_c, 8, 6
2, 0, Pitch_bend_c, 8, 7872
2, 0, Program_c, 10, 6
2, 0, Pitch_bend_c, 10, 7712
2, 0, Program_c, 11, 6
2, 0, Pitch_bend_c, 11, 8032
2, 0, Program_c, 12, 6
2, 0, Pitch_bend_c, 12, 7872
2, 0, Title_t, "Track 1"
2, 48, Note_on_c, 0, 48, 127
2, 48, Note_on_c, 0, 72, 127
2, 264, Note_off_c, 0, 72, 127
2, 265, Note_on_c, 7, 67, 127
2, 481, Note_off_c, 7, 67, 127
2, 482, Note_on_c, 3, 75, 127
2, 698, Note_off_c, 3, 75, 127
2, 698, Note_off_c, 0, 48, 127
2, 699, Note_on_c, 0, 60, 127
2, 699, Note_on_c, 3, 75, 127
2, 915, Note_off_c, 3, 75, 127
2, 916, Note_on_c, 0, 72, 127
2, 1132, Note_off_c, 0, 72, 127
2, 1133, Note_on_c, 7, 79, 127
2, 1349, Note_off_c, 7, 79, 127
2, 1349, Note_off_c, 0, 60, 127
2, 1350, Note_on_c, 12, 59, 127
2, 1350, Note_on_c, 7, 79, 127
2, 1458, Note_off_c, 7, 79, 127
2, 1459, Note_on_c, 5, 77, 127
2, 1567, Note_off_c, 5, 77, 127
2, 1567, Note_off_c, 12, 59, 127
2, 1568, Note_on_c, 10, 57, 127
2, 1568, Note_on_c, 7, 79, 127
2, 1784, Note_off_c, 10, 57, 127
2, 1785, Note_on_c, 7, 55, 127
2, 2001, Note_off_c, 7, 55, 127
2, 2002, Note_on_c, 5, 65, 127
2, 2002, Note_on_c, 7, 67, 127
2, 2068, Note_off_c, 7, 79, 127
2, 2218, Note_off_c, 5, 65, 127
2, 2219, Note_on_c, 3, 63, 127
2, 2435, Note_off_c, 3, 63, 127
2, 2436, Note_on_c, 2, 62, 127
