0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 73728, End_track
2, 0, Start_track
2, 0, Text_t, "harpsichord: John Sankey"
2, 0, Program_c, 0, 6
2, 0, Pitch_bend_c, 0, 8192
2, 0, Program_c, 1, 6
2, 0, Pitch_bend_c, 1, 7792
2, 0, Program_c, 2, 6
2, 0, Pitch_bend_c, 2, 7876
2, 0, Program_c, 3, 6
2, 0, Pitch_bend_c, 3, 7952
2, 0, Program_c, 4, 6
2, 0, Pitch_bend_c, 4, 7792
2, 0, Program_c, 5, 6
2, 0, Pitch_bend_c, 5, 8112
2, 0, Program_c, 6, 6
2, 0, Pitch_bend_c, 6, 7712
2, 0, Program_c, 7, 6
2, 0, Pitch_bend_c, 7, 8037
2, 0, Program_c, 8, 6
2, 0, Pitch_bend_c, 8, 7872
2, 0, Program_c, 10, 6
2, 0, Pitch_bend_c, 10, 7712
2, 0, Program_c, 11, 6
2, 0, Pitch_bend_c, 11, 8032
2, 0, Program_c, 12, 6
2, 0, Pitch_bend_c, 12, 7872
2, 0, Title_t, "Track 1"
2, 48, Note_on_c, 7, 43, 127
2, 392, Note_on_c, 7, 67, 127
2, 734, Note_off_c, 7, 43, 127
2, 736, Note_on_c, 12, 47, 127
2, 906, Note_off_c, 7, 67, 127
2, 908, Note_on_c, 6, 66, 127
2, 1078, Note_off_c, 6, 66, 127
2, 1080, Note_on_c, 7, 67, 127
2, 1250, Note_off_c, 7, 67, 127
2, 1252, Note_on_c, 10, 69, 127
2, 1422, Note_off_c, 10, 69, 127
2, 1422, Note_off_c, 12, 47, 127
2, 1424, Note_on_c, 7, 43, 127
2, 1424, Note_on_c, 12, 71, 127
2, 1594, Note_off_c, 12, 71, 127
2, 1596, Note_on_c, 0, 72, 127
2, 1766, Note_off_c, 0, 72, 127
2, 1768, Note_on_c, 2, 74, 127
2, 1938, Note_off_c, 2, 74, 127
2, 1940, Note_on_c, 12, 71, 127
2, 2110, Note_off_c, 12, 71, 127
2, 2110, Note_off_c, 7, 43, 127
2, 2112, Note_on_c, 0, 48, 127
2, 2112, Note_on_c, 4, 76, 127
2, 2282, Note_off_c, 4, 76, 127
2, 2284, Note_on_c, 2, 74, 127
2, 2454, Note_off_c, 2, 74, 127
2, 2456, Note_on_c, 0, 72, 127
2, 2626, Note_off_c, 0, 72, 127
2, 2628, Note_on_c, 12, 71, 127
2, 2798, Note_off_c, 12, 71, 127
2, 2798, Note_off_c, 0, 48, 127
2, 2800, Note_on_c, 2, 50, 127
